dominant_hex_1,dominant_hex_2,dominant_hex_3,dominant_pct_1,dominant_pct_2,dominant_pct_3,avg_hue01,avg_saturation,avg_value,std_value,colorfulness,warm_ratio,uri,engagement,engagement_rate,log_engagement_rate,performance_label_log
#3B2115,#240D05,#4F3327,0.2788,0.2492,0.2286,0.049259000719877315,0.6038221944592522,0.2806133333333333,0.1202845798376201,28.43094464177426,1.0,media/other/17953315721816843.jpg,48.0,0.048,0.046883585898850416,Medium
#7C5642,#694334,#46362C,0.3492,0.2982,0.2176,0.058130409077932835,0.4467566423975508,0.4036658823529412,0.11949938824209322,24.311444181472705,0.9972,media/other/18049516135858462.jpg,70.0,0.07,0.06765864847381481,Medium
#544940,#3D352D,#6B6054,0.2986,0.2758,0.2062,0.08034744140632967,0.23485812042522494,0.3277294117647059,0.11642368891361306,28.53856676336967,0.9984,media/other/17986568606549394.jpg,55.0,0.055,0.05354076692802982,Medium
#201C17,#3B332C,#7C6D61,0.4696,0.2542,0.1278,0.10354361619275772,0.2599704102910692,0.24494823529411766,0.15241460587479044,34.42369293341927,0.924,media/other/18024994208515299.jpg,56.0,0.056,0.05448818528406973,Medium
#0F1715,#303A38,#51605E,0.323,0.2596,0.233,0.45765692774577127,0.31795872376039835,0.2875701960784314,0.18488898279949112,44.6502242227476,0.0696,media/other/17884679940021700.jpg,46.0,0.046,0.044973365642731154,Medium
#092C29,#060D0C,#7B5B4C,0.3428,0.302,0.1386,0.33332183222374495,0.6239935259334529,0.24207215686274514,0.1959312480316705,43.4243766588246,0.3748,media/other/18065167399597365.jpg,79.0,0.079,0.07603468627599762,High
#392818,#634228,#BBBCBD,0.3636,0.2944,0.1432,0.1634523241612737,0.44241371078727354,0.4163490196078431,0.19736936759901721,53.64140793639026,0.7952,media/other/17882398335095233.jpg,65.0,0.065,0.06297479916138844,Medium
#232820,#3B4032,#AFB4BE,0.399,0.2502,0.1702,0.3372457855218452,0.1991384414793083,0.3479043137254902,0.2291632344636344,55.97295576318464,0.1228,media/other/18027028949218432.jpg,72.0,0.072,0.06952606264861023,Medium
#334343,#495958,#202E2C,0.3392,0.2956,0.2098,0.48009426618046847,0.24475525039972718,0.3112211764705882,0.11270541774298058,27.702685271595588,0.036,media/other/18019324949158419.jpg,79.0,0.079,0.07603468627599762,High
#995B38,#756666,#21140E,0.3026,0.2208,0.1734,0.09948707606092597,0.4726569858479359,0.47692862745098047,0.19319643396165917,40.30753758064413,0.9566,media/other/18039304432839800.jpg,57.0,0.057,0.055434706888100586,Medium
#4E3023,#6A4B3D,#32150B,0.271,0.2386,0.2122,0.051211041687059616,0.4996475280258614,0.3972807843137255,0.1675742117358996,41.90081247028002,1.0,media/other/18030760628137834.jpg,50.0,0.05,0.048790164169432,Medium
#2C2921,#191813,#9A7656,0.4064,0.3398,0.1812,0.13670913938841628,0.29670729868069456,0.2527764705882353,0.20376942423856798,40.14490892332474,0.659,media/other/18105144331414416.jpg,73.0,0.073,0.07045846364856141,Medium
#080F0E,#1B2B29,#B38F83,0.2846,0.2736,0.1692,0.28128106169162004,0.42363270423018057,0.3181992156862745,0.2467901737419746,53.11418125070679,0.4952,media/other/18015676136396133.jpg,70.0,0.07,0.06765864847381481,Medium
#2E3C3B,#435150,#1B2927,0.3476,0.252,0.2278,0.47522368614483224,0.2547072977119522,0.2828807843137255,0.11090964854237158,27.418017283770627,0.029,media/other/18009506885543551.jpg,46.0,0.046,0.044973365642731154,Medium
#835538,#CC9957,#ECD59B,0.2332,0.2226,0.218,0.22429016713878558,0.3722849386866777,0.6409866666666667,0.26539003693105806,63.83716369317366,0.7344,media/other/17925800663816967.jpg,41.0,0.041,0.04018178963283184,Low
#A77453,#72422C,#766E70,0.2672,0.2488,0.243,0.3527297933850742,0.35544182037075417,0.45435137254901964,0.1786311954942106,38.90731939314713,0.8674,media/other/17896016310023866.jpg,74.0,0.074,0.07138999608667293,Medium
#4D6661,#C47042,#130F0C,0.331,0.2534,0.2046,0.21413228747301646,0.43673190196362777,0.510961568627451,0.28589778212109457,52.44153430762498,0.5956,media/other/17972963996736884.jpg,39.0,0.039,0.038258712117090345,Low
#5E1A20,#73252B,#2D1011,0.5046,0.4334,0.0384,0.9443880972094243,0.6902700144637285,0.40632235294117647,0.08997328076701443,22.45926653060963,0.9996,media/other/17922989363926470.jpg,55.0,0.055,0.05354076692802982,Medium
#6D8E84,#E18047,#ECB888,0.2736,0.2602,0.2134,0.17036075423118027,0.5194671671379264,0.7276219607843137,0.19582922591250707,50.51327693104778,0.7172,media/other/18270038941174975.jpg,60.0,0.06,0.05826890812397577,Medium
#A06343,#25616A,#7E4A31,0.2776,0.2468,0.2322,0.17482228684648132,0.5949154003167978,0.522236862745098,0.14468433676893575,37.42959523495945,0.7466,media/other/18041373838925242.jpg,61.0,0.061,0.05921185963184609,Medium
#031A19,#76574B,#533D34,0.4672,0.1576,0.1508,0.2802029271450092,0.6001296926665499,0.2520439215686274,0.17322509487869364,37.996067026984925,0.4922,media/other/18100229539420784.jpg,59.0,0.059,0.05732506661926941,Medium
#53656F,#C8A569,#774D2D,0.2278,0.2186,0.212,0.2360522042966708,0.4537031110358719,0.5319529411764705,0.19263789714282437,42.74034049769251,0.6666,media/other/18190444993295328.jpg,55.0,0.055,0.05354076692802982,Medium
#3E474E,#565B5F,#292D2A,0.466,0.189,0.1624,0.44452628380418374,0.20791658792580384,0.36289019607843137,0.14516010495567308,33.62829506557862,0.1934,media/other/18008398001611283.jpg,133.0,0.133,0.12486898204586927,High
#142936,#091B26,#203746,0.4234,0.2892,0.2544,0.5427973400530763,0.6490598143970102,0.23053882352941174,0.10745900937800118,24.02459196382199,0.0438,media/other/18013553804224632.jpg,88.0,0.088,0.08434114843375087,High
#051217,#08363C,#423937,0.3032,0.282,0.1688,0.3792440617463647,0.56009043335075,0.280478431372549,0.18922190443912512,48.72248298139442,0.3468,media/other/17936217308853227.jpg,468.0,0.468,0.27544753478343825,High
#718D93,#302D2C,#914434,0.3634,0.2012,0.186,0.36064073796008833,0.3690605982105786,0.5011435294117647,0.17721831001099358,46.789471372528375,0.3382,media/other/18450965923058024.jpg,323.0,0.323,0.27544753478343825,High
#7B7C79,#40444A,#252528,0.3016,0.2184,0.2116,0.34218175065142903,0.19689603403704986,0.3456,0.18544976618628214,49.00074110746838,0.3556,media/other/18040563178900075.jpg,281.0,0.281,0.24764102291459722,High
#33484A,#192C2E,#526768,0.3122,0.2884,0.22,0.5001162181447546,0.36163773293849294,0.3455827450980392,0.1472302646703783,37.01171532201417,0.0458,media/other/17884489788065286.jpg,79.0,0.079,0.07603468627599762,High
#715F39,#4A3B1F,#9A885C,0.2564,0.24,0.1952,0.14647646954352075,0.5140686031792879,0.4311490196078432,0.2186818907337121,50.69641947667938,0.6528,media/other/17877997695097484.jpg,68.0,0.068,0.0657877405380031,Medium
#090D0C,#8A523D,#AB7457,0.3092,0.2914,0.2292,0.17537280709196398,0.5367398323411852,0.40173019607843136,0.2517106454255174,47.47638063825374,0.7164,media/other/17999583992423326.jpg,53.0,0.053,0.05164323315183845,Medium
#141909,#936B47,#584224,0.2892,0.2324,0.2146,0.15027085722204853,0.5287603353107952,0.44991372549019615,0.2710578594754098,62.15474686011291,0.6996,media/other/18404637241078566.jpg,61.0,0.061,0.05921185963184609,Medium
#5D4125,#88663C,#9CA96F,0.2204,0.211,0.2084,0.1707337975310882,0.46282388021813375,0.5220423529411764,0.2404309666193112,61.02615284631427,0.4734,media/other/18105765676403756.jpg,85.0,0.085,0.08157998699242289,High
#0D160B,#393F35,#989BA2,0.3408,0.2262,0.1498,0.44859481661229655,0.3203620538872718,0.3748666666666667,0.2764896369185239,70.18733687932773,0.0556,media/other/18091839637452286.jpg,80.0,0.08,0.07696104113612832,High
#0F2F20,#87502E,#4A2610,0.5962,0.1414,0.1388,0.2746995753267882,0.6555724162543547,0.32300549019607844,0.21735186308876767,51.6788113507726,0.4174,media/other/17953128281687608.jpg,67.0,0.067,0.06485097231961633,Medium
#434343,#2C2C2C,#0F0F0F,0.4386,0.2472,0.1836,0.0,0.0,0.23664392156862746,0.1398537670049774,35.662710586269256,1.0,media/other/18025525922324723.jpg,89.0,0.089,0.08525984395082342,High
#BCC3CA,#ADB0B7,#918B8B,0.4544,0.3566,0.0712,0.5272474025199436,0.14174825626245216,0.7022941176470587,0.1448364666654243,45.28540813859414,0.1748,media/other/17849817147232991.jpg,246.0,0.246,0.2199384203652614,High
#222222,#6D6D6D,#929292,0.2598,0.2132,0.212,0.0,0.0,0.30559686274509806,0.19142432199711953,48.81320210926547,1.0,media/other/17916896996941414.jpg,52.0,0.052,0.050693114315518116,Medium
#09090C,#17181D,#2D2E32,0.473,0.3858,0.1034,0.5121902723525318,0.21905113718906077,0.11612156862745096,0.13491986195637318,32.15100492890707,0.2068,media/other/18034025366003425.jpg,31.0,0.031,0.03052920503482287,Low
#000000,#0F0D0D,#1F1C1B,0.8406,0.1014,0.0444,0.04428808368775474,0.026303784469140806,0.020544313725490197,0.06689255554881146,16.567537141251545,0.96,media/other/18032148233107483.jpg,33.0,0.033,0.032467190137501496,Low
#030303,#3A3638,#5F585C,0.6626,0.1254,0.076,0.2679674190345812,0.10114274342728599,0.1601113725490196,0.24006308774305976,58.925932019315155,0.6746,media/other/18057879949612533.jpg,48.0,0.048,0.046883585898850416,Medium
#020202,#313030,#D9D9D7,0.7572,0.1002,0.0606,0.1135387303986711,0.04622185254003597,0.12441647058823528,0.2457493599604147,61.28151758147771,0.8202,media/other/18261104380245787.jpg,55.0,0.055,0.05354076692802982,Medium
#161513,#080605,#2A2B2B,0.483,0.3476,0.1328,0.3413057127638585,0.21949691337553462,0.09700862745098038,0.09356153813026503,22.576369593836006,0.591,media/other/18146433628320064.jpg,34.0,0.034,0.03343477608623739,Low
#020202,#2A2B2B,#151618,0.4844,0.1952,0.1886,0.21960182022137928,0.07199042194392799,0.09719686274509805,0.11065048039380687,26.879548151595014,0.6394,media/other/18109772368384882.jpg,28.0,0.028,0.027615167032973367,Low
#0D0D10,#040304,#141619,0.3738,0.3222,0.2718,0.4484135197170568,0.2118584927354159,0.0700313725490196,0.06881693013442057,15.92248285088512,0.3324,media/other/18351047257128529.jpg,41.0,0.041,0.04018178963283184,Low
#020202,#191C1F,#413B39,0.6242,0.2282,0.099,0.18454390188663453,0.184023839154131,0.09404156862745097,0.15227544518252553,35.54917891221761,0.743,media/other/17897877656937699.jpg,56.0,0.056,0.05448818528406973,Medium
#1A1714,#0C0907,#292827,0.4046,0.3776,0.1878,0.18031205253758908,0.23403195674515123,0.10557411764705882,0.0895146657649181,21.472509673278765,0.8252,media/other/18034068889949637.jpg,39.0,0.039,0.038258712117090345,Low
#3E402F,#645B47,#191A0E,0.324,0.2626,0.1522,0.15949813367001267,0.3600795339229066,0.4010525490196078,0.20359636064785236,49.61778958315648,0.6464,media/other/18358356151096364.jpg,58.0,0.058,0.05638033343610764,Medium
#020405,#20140D,#452C1F,0.6966,0.1796,0.073,0.34996612229264823,0.634823381865653,0.09394117647058824,0.1599649411320741,33.70566364215614,0.3394,media/other/17866084635113574.jpg,75.0,0.075,0.07232066157962612,Medium
#C3BBA7,#B39D7F,#3C2512,0.7132,0.0962,0.0696,0.10626460997178637,0.2642111842928023,0.7039670588235294,0.15022047953326265,46.912049248152016,0.9954,media/other/18031969951851726.jpg,318.0,0.318,0.27544753478343825,High
#39342A,#14130E,#CD996F,0.3378,0.3082,0.21,0.15667672269176083,0.39015001585172604,0.362398431372549,0.2883575940467746,57.217950496337586,0.6678,media/other/18037142605749234.jpg,67.0,0.067,0.06485097231961633,Medium
#5C3822,#B9855B,#224B3A,0.4268,0.2074,0.1684,0.17554527138928736,0.5243040866108694,0.47327843137254894,0.18734172728878312,45.04694268786244,0.6902,media/other/18048633694666140.jpg,403.0,0.403,0.27544753478343825,High
#D1CAC1,#C7BDAE,#BAAB94,0.4378,0.3182,0.1672,0.10002238584608228,0.1341878791768219,0.7722509803921568,0.0954525451399931,27.30489943497877,0.9972,media/other/18042940216745841.jpg,40.0,0.04,0.039220713153281295,Low
#D1CABF,#C7BCAB,#BAA78C,0.4676,0.324,0.1602,0.1012526595424557,0.14872740308038196,0.7819850980392156,0.07500791208400515,24.62693691292226,0.9992,media/other/17899997696987367.jpg,58.0,0.058,0.05638033343610764,Medium
#CFC8BE,#C5BCAC,#BBAB93,0.4098,0.3446,0.1618,0.10179683266982555,0.1414472008534796,0.7545192156862744,0.12612745512539716,33.91856679436558,0.997,media/other/18435343468008341.jpg,28.0,0.028,0.027615167032973367,Low
#D4D4DC,#D0BDB0,#C4AD98,0.3452,0.29,0.2342,0.28235598500918435,0.1812215193163976,0.8034909803921568,0.07872999464172498,30.60368466457625,0.6688,media/other/18027976250011106.jpg,51.0,0.051,0.04974209189481407,Medium
#E4EBF1,#CAB199,#D6B12E,0.3264,0.2476,0.182,0.29998391344591346,0.34148737029524473,0.7507921568627451,0.26544520996338,74.07311299583928,0.6052,media/other/18022821020182025.jpg,34.0,0.034,0.03343477608623739,Low
#F9FAFC,#E9E5E3,#E2D7BD,0.495,0.2462,0.1584,0.43893792431338735,0.07548623199395722,0.9314298039215686,0.08491634953380219,29.44525353191476,0.3746,media/other/17940180305722561.jpg,41.0,0.041,0.04018178963283184,Low
#4C3430,#E2E5EA,#26211F,0.2942,0.2374,0.1894,0.40835820380767657,0.27182510643249785,0.4880156862745098,0.291279769463009,75.08186279154343,0.666,media/other/18116181991327646.jpg,92.0,0.092,0.0880108773227133,High
#A99AA1,#30170C,#78461C,0.412,0.247,0.2392,0.41196900592432556,0.4530503318439523,0.5197592156862746,0.2290180267887945,63.553488975138315,0.773,media/other/17974033058701423.jpg,43.0,0.043,0.042101176018635396,Medium
#130A0A,#3E251D,#6D4639,0.3864,0.2834,0.172,0.23095910293245953,0.4365962131171518,0.29372784313725486,0.2477316676493429,57.04140271104681,0.8764,media/other/18000636896562535.jpg,40.0,0.04,0.039220713153281295,Low
#AFB4BE,#8491AC,#C8CFD5,0.4306,0.2542,0.223,0.5831337398348145,0.15232805964625673,0.7391474509803923,0.09070750973337316,32.22581113852838,0.0406,media/other/18152444275308170.jpg,53.0,0.053,0.05164323315183845,Medium
#9196A7,#735442,#3C261F,0.347,0.1862,0.1754,0.28915264472352,0.28094816868282535,0.5771380392156863,0.2019746742590782,54.40563316884783,0.6126,media/other/18038413597847490.jpg,77.0,0.077,0.07417939817425151,High
#2F272C,#5D423C,#ABA7AB,0.3862,0.2068,0.198,0.445677296833282,0.27708050816037283,0.42588000000000004,0.22170336765976317,52.47729195008427,0.5146,media/other/18087852622440491.jpg,78.0,0.078,0.07510747248680541,High
#D6DBE1,#381B20,#5A2D34,0.4196,0.2328,0.2034,0.6979492777227644,0.29922938840678226,0.5765725490196079,0.28614226663513764,80.66037088253563,0.5778,media/other/18007486229191730.jpg,66.0,0.066,0.0639133257436528,Medium
#E0E3E4,#3F1F20,#663232,0.368,0.24,0.234,0.5434146571844594,0.332627994507139,0.5899733333333333,0.27760779532280927,80.95975916916576,0.6568,media/other/17997627800544484.jpg,141.0,0.141,0.13190507087993858,High
#020304,#D0C4B1,#501408,0.6182,0.1348,0.1164,0.356057977515162,0.5835170554593672,0.2507874509803922,0.3233209353111201,71.33084010140657,0.409,media/other/17938435739712810.jpg,53.0,0.053,0.05164323315183845,Medium
#B6AFA9,#9B958F,#884D2A,0.4088,0.2646,0.1468,0.10597153206872595,0.22288882863065487,0.672393725490196,0.10816297895658562,38.41253504730039,0.9756,media/other/17854642941157571.jpg,122.0,0.122,0.11511280710050457,High
#07120F,#E2E2DF,#CCBBA9,0.8504,0.0468,0.0428,0.4147010940877725,0.5560321172413777,0.16721176470588234,0.24075891412945666,58.62155086276107,0.094,media/other/17953093343774867.jpg,66.0,0.066,0.0639133257436528,Medium
#05100D,#2D3027,#615849,0.8152,0.091,0.0414,0.412912848458446,0.6065641572163608,0.124918431372549,0.1556010109960445,35.655007291323244,0.0718,media/other/18080295895416904.jpg,52.0,0.052,0.050693114315518116,Medium
#00131A,#D0CEC8,#9D9383,0.3982,0.228,0.1646,0.30669985825436685,0.45926024120565034,0.41601960784313724,0.29160371309397976,76.82996257312652,0.485,media/other/17903037986883456.jpg,48.0,0.048,0.046883585898850416,Medium
#09140F,#514F42,#D4C7B0,0.4034,0.3548,0.105,0.25441341627531167,0.3990366417145904,0.32936235294117644,0.271317551982335,61.6344962808949,0.387,media/other/18020319374140389.jpg,31.0,0.031,0.03052920503482287,Low
#D6D1C3,#060909,#C5B59E,0.4814,0.3108,0.1106,0.2340949710707428,0.2518057493207814,0.5458549019607842,0.3651326988245028,89.93485403001364,0.668,media/other/18425747479003208.jpg,122.0,0.122,0.11511280710050457,High
#141D18,#D6D3D0,#C7BEB8,0.5492,0.186,0.1622,0.3490243350675836,0.2883149791130155,0.4041388235294117,0.33199220704944404,84.09577340581016,0.38,media/other/18157128277307672.jpg,48.0,0.048,0.046883585898850416,Medium
#05100D,#AFA586,#3A362A,0.6916,0.1148,0.0756,0.3758835401962459,0.5581341001066359,0.22399058823529414,0.2678480454934543,64.07266222774213,0.209,media/other/17850739680144758.jpg,36.0,0.036,0.03536714383729131,Low
#07120C,#6F462B,#39291A,0.5718,0.1682,0.1502,0.27292406822940574,0.5928137259478541,0.2330556862745098,0.23882411498559847,49.227576493133746,0.4136,media/other/17897838125976076.jpg,82.0,0.082,0.07881118042428978,High
#020506,#CDC1A8,#2E281E,0.9066,0.0418,0.02,0.5016599707658664,0.6145568535405513,0.08477803921568627,0.20314219016792323,48.05019189919383,0.0858,media/other/18003715097404316.jpg,44.0,0.044,0.04305948946044697,Medium
#050607,#927D6D,#493B35,0.3658,0.2774,0.177,0.3109136459698315,0.4090465345971217,0.34899137254901963,0.282270051780933,66.2577652000934,0.573,media/other/17882205897040126.jpg,54.0,0.054,0.05259245011917058,Medium
#06120E,#C1BFBC,#D4D3D2,0.5324,0.1934,0.1524,0.35852931276850497,0.37855154889119513,0.39359686274509803,0.34928905140682515,89.59332356044926,0.3262,media/other/17910520676926692.jpg,45.0,0.045,0.04401688541677433,Medium
#030404,#936C44,#CFC0AA,0.641,0.1246,0.095,0.37828068253432867,0.5389437879437649,0.237398431372549,0.3023655820057887,66.77441122723918,0.3996,media/other/18026302220001702.jpg,54.0,0.054,0.05259245011917058,Medium
#07120E,#CFC9C4,#533D31,0.4894,0.2336,0.1106,0.3082527790938715,0.42537792144197445,0.3724549019607843,0.32662954439167274,81.13909274453897,0.4438,media/other/18101421166386156.jpg,124.0,0.124,0.11689375147149933,High
#C08D71,#D4AC97,#F5F6FA,0.3962,0.1778,0.1712,0.17473145242749769,0.3147944230942028,0.712598431372549,0.237610661848793,62.19510937935062,0.7712,media/other/18053741413581896.jpg,44.0,0.044,0.04305948946044697,Medium
#27261C,#A17A5E,#8A664D,0.357,0.2768,0.2546,0.11059344107138654,0.37989242347093866,0.42535294117647054,0.21143535663318486,41.84548568981824,0.7658,media/other/18023821175041365.jpg,293.0,0.293,0.25696509978972043,High
#C49978,#BB8D6B,#CDA485,0.4554,0.2498,0.2434,0.0711003971820985,0.39542393980483215,0.7640486274509803,0.045292998923456146,13.69807903128586,1.0,media/other/17983964519649672.jpg,99.0,0.099,0.09440067542148432,High
#191D17,#312B23,#564035,0.4422,0.315,0.1528,0.17733520079978535,0.2929811653337033,0.2198745098039216,0.15143870219622133,31.982953697945693,0.4894,media/other/18000107516596228.jpg,153.0,0.153,0.14236724128692196,High
#161D19,#C29076,#A37359,0.3058,0.2732,0.2622,0.15763217008850133,0.3928874539213186,0.5216839215686274,0.2844922262009653,57.00660404597576,0.7146,media/other/17975662298532706.jpg,43.0,0.043,0.042101176018635396,Medium
#191D17,#26241E,#D2D8EC,0.4702,0.4466,0.0564,0.26789523076241756,0.23120323868572332,0.19461647058823528,0.20166334160508187,48.217685864202245,0.2706,media/other/17898488831970455.jpg,57.0,0.057,0.055434706888100586,Medium
#101711,#24221A,#493E33,0.7016,0.2092,0.056,0.28559551696633806,0.33852030600882627,0.13342509803921568,0.11004218214944071,26.220638192108584,0.1856,media/other/17958223820743486.jpg,66.0,0.066,0.0639133257436528,Medium
#A37760,#BC927E,#825A44,0.3314,0.287,0.251,0.07305989254556769,0.40735228299068976,0.6040737254901961,0.15061897636389426,36.14067399970889,0.9808,media/other/17864408286098662.jpg,87.0,0.087,0.08342160813907239,High
#1E2016,#0B1611,#322E24,0.4494,0.3252,0.1284,0.3005427188454427,0.3603000888407137,0.19525019607843136,0.22561601245455493,56.9091839092772,0.194,media/other/18030288304933484.jpg,46.0,0.046,0.044973365642731154,Medium
#8E5D44,#B47860,#5F3E2D,0.3296,0.2026,0.1786,0.07443873148145234,0.4698613532305486,0.5314580392156862,0.2221424298224284,44.47216491772692,0.917,media/other/17993656409352355.jpg,53.0,0.053,0.05164323315183845,Medium
#31271D,#4F3A30,#6B534A,0.3166,0.2702,0.2106,0.08889010059256787,0.35925523995408326,0.3587678431372549,0.1603048325667452,35.43566116161096,0.9682,media/other/18019331471124643.jpg,87.0,0.087,0.08342160813907239,High
#C7927C,#AC785F,#D8AC99,0.2618,0.249,0.241,0.051862808535032015,0.412799590064159,0.699043137254902,0.14720568165154482,37.088860043509236,0.9996,media/other/17858006157115512.jpg,113.0,0.113,0.10705907229340779,High
#29251C,#151A13,#3F3227,0.4016,0.3588,0.1878,0.18295038530755875,0.3268579386237384,0.1712949019607843,0.08249212588895594,17.83837833256495,0.5604,media/other/18036696931684670.jpg,78.0,0.078,0.07510747248680541,High
#7F5D48,#664936,#98725A,0.3762,0.2226,0.2146,0.06835906977208231,0.43505049999696366,0.4552250980392157,0.129174756839472,27.144452501856005,0.999,media/other/18337977934128255.jpg,122.0,0.122,0.11511280710050457,High
#2A241B,#1A1C14,#3A3028,0.3568,0.298,0.1844,0.23106245909059517,0.2999821257384532,0.28094745098039214,0.27237629029177696,66.152569148432,0.5888,media/other/17973756833678898.jpg,77.0,0.077,0.07417939817425151,High
#27251E,#101710,#D3D1D6,0.4306,0.22,0.1816,0.2824513589318585,0.23870993039422655,0.29299450980392155,0.2722445350971677,69.8345257648914,0.3898,media/other/17933470850818289.jpg,187.0,0.187,0.17142911562753096,High
#6F4A39,#9C6C53,#3E2B1E,0.292,0.2224,0.2188,0.11475452130322969,0.4251734877728911,0.5421011764705882,0.22359398442483355,56.14442345996059,0.9094,media/other/17935595426812948.jpg,72.0,0.072,0.06952606264861023,Medium
#B7835B,#A46D46,#2F2519,0.2838,0.2776,0.1796,0.0746987638499416,0.5175171655551758,0.5761505882352942,0.20175056035476135,39.2123940476961,0.9996,media/other/18425719153045778.jpg,124.0,0.124,0.11689375147149933,High
#D9B099,#F5F7FC,#C6947B,0.3126,0.2656,0.2296,0.23594280030110948,0.24882835517243415,0.7730180392156862,0.24340671013999687,65.09722613109861,0.6568,media/other/17904902930946304.jpg,144.0,0.144,0.13453089295760615,High
#3D3228,#1F2018,#A07D6A,0.4058,0.3034,0.145,0.11808702085650775,0.3398894740788567,0.29837019607843135,0.18370245222039844,38.82323041861415,0.798,media/other/18079893457443261.jpg,305.0,0.305,0.26620304077465673,High
#3A332B,#947664,#1F2017,0.3386,0.2718,0.2406,0.10701596958289049,0.3050485598395301,0.34534039215686274,0.1983173345396997,42.37174708873002,0.8472,media/other/18046705567622074.jpg,135.0,0.135,0.126632650933366,High
#1E1F17,#2C2921,#464139,0.6368,0.2688,0.0722,0.16122702735359154,0.2541321034693514,0.16223058823529413,0.09330050391151301,22.943667338820834,0.4094,media/other/18070344352483188.jpg,126.0,0.126,0.11867152971749864,High
#1D221D,#403830,#79654A,0.705,0.1696,0.0646,0.30689890487712834,0.22382767813596866,0.2193356862745098,0.17708786957549677,40.94582723094353,0.2652,media/other/17948526479776599.jpg,444.0,0.444,0.27544753478343825,High
